FID,altkleider,url_altkleider,dosen,url_dosen,glas_braun,glas_gruen,glas_weiss,url_glas,kunststoff,url_kunststoff,adresse,shape
awm_container_opendata.41,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Harthauser Str. 105,POINT (689618.5423007961 5328402.793298108)
awm_container_opendata.42,,,1,dsd@wittmann.de,1,1,2,depotcontainer-muenchen@remondis.de ,3,dsd@wittmann.de,Rotkäppchenpl. 4,POINT (698467.8204009981 5328500.226897486)
awm_container_opendata.43,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Hermann-Hahn-Pl. 10,POINT (686875.1009007404 5328710.523898261)
awm_container_opendata.44,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Kloster-Seeon-Str. 7,POINT (685397.1140007117 5328738.285398338)
awm_container_opendata.45,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Allgäuer Str. 22,POINT (685095.0292007057 5328786.965398352)
awm_container_opendata.46,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,4,depotcontainer-muenchen@remondis.de ,Pippinpl. 4,POINT (684753.0726006993 5328791.316698369)
awm_container_opendata.47,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Bastian-Schmid-Pl. 12,POINT (687157.2644007459 5328825.461398246)
awm_container_opendata.48,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Kandinskystr. 25a,POINT (686476.0424007325 5328859.98709828)
awm_container_opendata.49,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,3,depotcontainer-muenchen@remondis.de ,Waldheimplatz 35,POINT (699043.0600010124 5328863.061597435)
awm_container_opendata.50,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Becker-Gundahl-Str. 5a,POINT (687647.5391007559 5328910.103098217)
awm_container_opendata.51,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Franz-Kaim-Straße 15,POINT (688629.2331007756 5328913.101598163)
awm_container_opendata.52,,,1,dsd@wittmann.de,1,1,2,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Am Hain 2,POINT (699681.9828010285 5328992.052697382)
awm_container_opendata.53,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Neurieder Str. 18,POINT (684978.2245007035 5328996.755398357)
awm_container_opendata.54,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Noestr. 5,POINT (688730.2327007779 5329052.276398155)
awm_container_opendata.55,2,awm@muenchen.de,,,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Karl-Marx-Ring 75,POINT (697957.5031009847 5331185.826997519)
awm_container_opendata.56,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Fromundstr. 51,POINT (692098.242300849 5331201.998297946)
awm_container_opendata.57,2,awm@muenchen.de,1,dsd@wittmann.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Kurt-Eisner-Straße 27,POINT (697649.6300009773 5331212.712397544)
awm_container_opendata.58,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Krehlebogen 8,POINT (696064.8040009391 5331222.340897668)
awm_container_opendata.59,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Stefan-Zweig-Weg 5,POINT (686289.0224007285 5331238.908598288)
awm_container_opendata.60,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Friedrich-Beck-Str. 20,POINT (698471.3423009975 5331245.745197478)
awm_container_opendata.61,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Landfriedstr. 13,POINT (691902.9338008447 5331246.938797957)
awm_container_opendata.62,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Schäftlarnstr. 124,POINT (689833.0316008002 5331297.909698088)
awm_container_opendata.63,3,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Max-Lebsche-Pl. 30,POINT (684190.1448006883 5331305.720298394)
awm_container_opendata.64,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Markomannenstr. 8,POINT (686452.3543007317 5331317.767498279)
awm_container_opendata.65,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Zechstr. 10,POINT (688852.1758007798 5331321.072698145)
awm_container_opendata.66,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Arnikaweg 1,POINT (685437.321600712 5331338.045198331)
awm_container_opendata.67,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Lebscheestr. 9,POINT (691099.735400827 5331349.91709801)
awm_container_opendata.68,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Heiglhofstr. 57,POINT (684400.0244006923 5331366.135698383)
awm_container_opendata.69,3,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,In der Heuluss 40,POINT (701298.6152010692 5331376.445997233)
awm_container_opendata.70,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Kurt-Eisner-Str. 15,POINT (697488.6842009734 5331403.923497556)
awm_container_opendata.71,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Ottobrunner Str. 60,POINT (695071.9772009158 5331432.75819774)
awm_container_opendata.72,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Lomeweg 14,POINT (701858.0542010838 5331458.677697182)
awm_container_opendata.73,3,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Sappelstr. 31,POINT (687901.7716007604 5331461.4826982)
awm_container_opendata.74,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,3,dsd@wittmann.de,Untersbergstr. 72,POINT (692396.2305008553 5331472.779197925)
awm_container_opendata.75,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Friedrich-Engels-Bogen 4,POINT (697907.7179009835 5331483.349497521)
awm_container_opendata.76,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Friedrich-Engels-Bogen 6a,POINT (697724.4666009791 5331485.078597536)
awm_container_opendata.77,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Am Blankstadl 8,POINT (694446.5990009017 5331486.155497786)
awm_container_opendata.78,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Einhornallee 15,POINT (687159.0777007457 5331492.299298239)
awm_container_opendata.79,,,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Lincolnstr. 35,POINT (693019.4249008694 5330172.418997887)
awm_container_opendata.80,,,1,,1,1,1,depotcontainer-muenchen@remondis.de ,1,,Grünwalder Str. 175c,POINT (690897.632000823 5330177.162798025)
awm_container_opendata.81,,,1,dsd@wittmann.de,1,1,1,,1,dsd@wittmann.de,Hans-Pössenbacher-Weg 2,POINT (696257.069400944 5330186.056697655)
awm_container_opendata.82,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Gmunder Str. 32,POINT (688058.7784007638 5330211.911198193)
awm_container_opendata.83,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Rennertstr. 8,POINT (696563.4665009512 5330240.558897631)
awm_container_opendata.84,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Gmunder Str. 13,POINT (688400.6233007708 5330249.359998173)
awm_container_opendata.85,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Alfred-Neumann-Anger 10,POINT (697434.3844009723 5330262.7626975635)
awm_container_opendata.86,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Putzbrunner Str. 120,POINT (697316.3317009694 5330281.857097573)
awm_container_opendata.87,,,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Irschenhauser Straße 25,POINT (688945.228200782 5330291.72089814)
awm_container_opendata.88,,,1,dsd@wittmann.de,,,,,1,dsd@wittmann.de,Therese-Giehse-Allee 10,POINT (696802.448500957 5330312.644597612)
awm_container_opendata.89,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Neubiberger Straße 44,POINT (695964.5127009371 5330331.119797677)
awm_container_opendata.90,3,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,3,depotcontainer-muenchen@remondis.de ,Säbener Straße 140,POINT (691421.4813008342 5330379.99519799)
awm_container_opendata.91,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Oskar-Maria-Graf-Ring 44,POINT (698128.2380009892 5330424.604297509)
awm_container_opendata.92,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Ottweilerstr. 2a,POINT (696274.0650009442 5330708.148597651)
awm_container_opendata.93,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Waldsaumstr. 4,POINT (684864.1015007012 5330711.9058983615)
awm_container_opendata.94,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Schumacherring 18,POINT (696541.8384009508 5330722.830397633)
awm_container_opendata.95,3,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Lorettopl. 4,POINT (685217.372500708 5330761.000098343)
awm_container_opendata.96,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Thomas-Dehler-Straße 12,POINT (696980.7414009612 5330797.414597598)
awm_container_opendata.97,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Gerhart-Hauptmann-Ring 46a,POINT (697605.5823009763 5330813.92489755)
awm_container_opendata.98,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Görzer Str. 115,POINT (694314.1644008985 5330842.865097797)
awm_container_opendata.99,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Bert-Brecht-Allee 1,POINT (697366.5394009706 5330886.769397566)
awm_container_opendata.100,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Klausener Str. 18,POINT (691710.7606008406 5330888.4621979715)
awm_container_opendata.101,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Einhornallee 57,POINT (686420.9601007311 5330894.67719828)
awm_container_opendata.102,3,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Schönstr. 93,POINT (690676.4941008182 5330917.296198037)
awm_container_opendata.103,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Karl-Marx-Ring 146,POINT (697660.0362009777 5330425.007797544)
awm_container_opendata.104,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Halskestr. 1,POINT (687662.3439007557 5330429.076498215)
awm_container_opendata.105,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Peter-Auzinger-Straße 19,POINT (692192.409600851 5330446.595297941)
awm_container_opendata.106,3,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Boschetsrieder Str. 100,POINT (687915.8019007607 5330485.9722982)
awm_container_opendata.107,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Klabundstr. 4,POINT (697787.5344009807 5330531.495497534)
awm_container_opendata.108,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Schwarzenbergstr. 12,POINT (692613.6420008603 5330561.127097913)
awm_container_opendata.109,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Hans-Ehard-Str. 51,POINT (696272.0992009444 5330601.654497653)
awm_container_opendata.110,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Oskar-Maria-Graf-Ring 28,POINT (698046.8161009871 5330653.431797515)
awm_container_opendata.111,2,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Kafkastr. 38,POINT (697314.7366009692 5330656.680597573)
awm_container_opendata.112,,,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Alemannenstr. 14,POINT (690382.1756008118 5330676.132298054)
awm_container_opendata.113,1,awm@muenchen.de,1,dsd@wittmann.de,,,,,1,dsd@wittmann.de,Gerhart-Hauptmann-Ring 29,POINT (697785.1802009807 5330680.617497534)
awm_container_opendata.114,3,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Zielstattstr. 101,POINT (687693.1170007563 5330702.418798212)
awm_container_opendata.115,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Basler Str. 60,POINT (685365.8012007108 5329565.633498338)
awm_container_opendata.116,3,awm@muenchen.de,1,dsd@wittmann.de,1,1,1,depotcontainer-muenchen@remondis.de ,2,dsd@wittmann.de,Säbener Str. 276,POINT (691798.9845008426 5329606.8707979685)
awm_container_opendata.117,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Rueppstr. 27,POINT (685655.1842007164 5329642.174498322)
awm_container_opendata.118,,,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Graubündener Straße 100,POINT (684773.9879006996 5329685.066398367)
awm_container_opendata.119,2,awm@muenchen.de,,,1,1,1,depotcontainer-muenchen@remondis.de ,1,dsd@wittmann.de,Gustav-Heinemann-Ring 240,POINT (696642.5405009533 5329686.899397627)
awm_container_opendata.120,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Hechendorfer Str. 1,POINT (687158.6529007457 5329749.979398243)
awm_container_opendata.121,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,2,depotcontainer-muenchen@remondis.de ,Seumestr. 5,POINT (687934.9427007614 5329809.155698199)
awm_container_opendata.122,,,,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,3,depotcontainer-muenchen@remondis.de ,Kistlerhofstraße 172c,POINT (686726.3374007372 5329870.057398265)
awm_container_opendata.123,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Bellinzonastr. 30,POINT (684413.0479006927 5329835.230598384)
awm_container_opendata.124,2,awm@muenchen.de,1,depotcontainer-muenchen@remondis.de ,1,1,1,depotcontainer-muenchen@remondis.de ,1,depotcontainer-muenchen@remondis.de ,Maisinger Pl. 1,POINT (687639.7529007554 5329885.523598216)
